id,name,climb_category,climb_category_desc,avg_grade,start_lat,start_lng,end_lat,end_lng,elev_difference,distance,points
21564888,Bike Fights TT Hill Course,0,NC,-0.0,47.66151,-116.748103,47.661517,-116.748113,187.0,22656.1,m{{aHtjqgUjAkFxEgUjA_Fz@gCjAqBtA_B`BkAPIvAa@b@GpBMxCOdCc@nMmE|Ai@zAo@dHuDjP}IlBuArA}AlAkCl@eCd@gD`BePRaE?gDGuIEwAGw@a@iC_AuCuBoEc@gAYkAOoAIiDCiEeA_LBqBX{Ab@iA`@m@ZY^Qn@O\C^?f@Hf@Pj@ZlAx@r@b@dBnAbBx@d@Ln@HlAEhAS`@Qj@Yb@[^_@l@aAx@mB|AiG`@oAx@gBh@_A~@qAfAiAtBsBh@c@h@_@~@c@vA]TC~BGxBTnGdAfBJh@@xAIzAQbAUl@Q|CkAjB_ApA{@v@w@r@_Ax@cBd@oAt@gCXsALy@LsC?{@E{@WiBaBeHEWIgBHeC`@{BfA{C~@yCTyB@}Bq@qREo@_@qBu@aCw@{CS{BA_CJwC~BwY?UKUIDKd@En@SnG_AfM[nGFrCZpBpBzGDVXtCh@lO@tCQ|B]|AqAjDs@`CWvBA~A?VTtBxArGZhC@rACx@WbCu@rCsApDgAjBqAnAu@h@[NoEhBsBp@qATmANwA@cBKaF{@_CWw@EqBDoB^w@Ze@TqA|@MEAIBWXkA\kCH_@R_@ZSPG|@Oj@G|@Ol@GZAnDHd@?~AIzAQfAOjCgA|@Ub@Ev@Lj@@d@K`@Sd@c@FIN]Jc@nAyIBs@Ae@Ee@aByHEg@CaBGqAKs@]gAYsAGe@Ag@F{EDy@DYNe@LSt@u@l@_APi@DUBo@Cq@Ok@Y_@MIWK}@Oc@]{@qBs@aAUu@Ck@L_BFkBAuEDm@T_Al@mBRw@JaAJgC@yAEi@[wBMkBE{BB}@J{@Rs@^g@t@y@PUVs@H}@?]GmAYgBUaAM[cB_Di@sAgA}Cq@iAM[Cq@Bm@J[p@kAL}@TuE?sAM_AYs@U[OMo@[k@IyBCmDo@g@E[AUBcAV[F}@BcAIOEcAm@eBmB}AuA[MOC]A}@JuBL}A@eAF[Hg@^U^W`AUlAWhAcAvBMh@I`BNzn@CXW^sE?y@DkBVcAZaHvCmSzGw@n@}E~Gi@bAw@bB_@j@c@^SHsABeG[{EJsE?eGHWBaARcA^m@b@SXO^Id@Cf@Dh@TpAf@pB^dAf@z@TXp@h@hBz@t@TvCr@lFt@nAXr@VVRRTb@p@b@t@pCrFt@fAf@j@xAtAxA|AP^ZjAb@rEVtAdAtEjAjI\xAlAhDb@vA\|AVbBPfBXvEPjBzAlMVpCPlCHdGDjAPbAXv@h@rBXbCB`@HfJXfCd@~A`BnDdAdCFVl@tCR`CDxD@rJCt@S~CkBfPc@~CQp@_AfCaA~AkAhAcBfA{VxMqCrAqKrD}DrAkBZ_GZqB\mB`AuApAmAbBaAzB_A`D{FjXe@fD_@pB
10718337,CTT TT,0,NC,0.0,47.660826,-116.745904,47.660842,-116.745604,43.4,14341.9,cw{aH||pgU`DgObAiEfA}CxAaCdBeBzA{@bB_@rBOdBIrC]|Bu@bL}DvCmAvIsElLqG|CmBlAqAdAcBt@wBd@aCf@iEvAsNJuB@{DCoFMoF]iCw@qC{CwGk@}BOuBCcEGaDYkDYoCAsBLyAXcAZq@`@k@l@c@r@Ql@Cr@Hx@XtAt@hCbBh@TdCz@p@Hh@B`AMx@Wt@c@n@k@f@m@d@u@n@}AbAaEr@}Br@eBbAgBfAsAvByBbCmBxAo@bC_@hBBrG|@dD^`C@jCYlCy@`EcBpBqAbBmB`AiBjAiDr@kDNqBAmCQiBcAsEg@_DEuBLsB`@iBrB_G`@yBD_AAoDc@kLSoD_@yBkBoGYaCAiCNyCdBeUTiCKa@QNI`@QnCGhE}@xLWfFF|CVjBlB`HZdCp@xQAlCUrBq@|ByAfE_@`CGfCLnB\fBhAjFR`DGpB[~B}@`Dy@~B}@bBmAtAsA|@{@b@aBp@kA^e@RmAZcAPw@HeBHs@?_AGgEc@aAQwAMyAGqAF}AViA`@eBbAoAhA{@~@}AnBsA|BUh@_@fAeBxGq@bBeA~AqAdAuAf@qALyAOsB}@{GoE[MoBKqA\cA~@q@hBY|B@`CJpAr@jGFpCBfEVnCd@bBhA`CxAjDp@dCZlCHfDBfIE|DW|CmAdLc@vDo@zCy@rBeA`B{AvAaCtAoP|IuCzAiD|AoOfF_Ch@_CRmCLiB\aBv@oAbAiB`CeA|B}@dD}DfQ
2111371,E Marmot Trail Climb,1,4,10.7,47.66047775745392,-116.73694610595703,47.6588898897171,-116.73223614692688,105.6,983.5,}t{aH|dogUUHIGWiA?m@Ce@e@sEBEEcAi@}B?MQo@c@{BEe@EuADs@?w@Ny@Fo@HSFUDIj@]RQPEVQ^MDGNCZMh@AFE^]XUlAoBRMZ]HEHFFRH|@L`@h@p@L^@P?r@Eb@c@|AQbBA\
12212772,Marmot Down Marmot Down,0,NC,-8.5,47.658695,-116.733301,47.659071,-116.740685,121.1,1399.2,yi{aHdnngUO_@Ou@Co@BuAJsAf@wBDa@Ac@Gc@Oa@i@aAIYDy@Ag@OUqAnBQ^YXu@fA{@^oANgAh@}@x@W`@Cp@Ih@SlCBzA^rAfAjGHj@@v@Jl@\nDNf@p@rDNn@tApEjAxCNd@x@hBRr@
20805352,Higgens TT Double ,0,NC,-0.0,47.661495,-116.748034,47.661491,-116.747977,52.0,29606.0,i{{aHfjqgUdHs\jA{E^kAd@gAvA}BbBcBzA{@d@OlASrG]lCk@|DoAxJoD`D_BpV_NdAs@~AaBbAgBt@yBj@eDvAiMX}CHoAHaDAoBIaKWaDe@{BaAkCqBgEm@{BSkBIwIWaD]_DKqAAu@DkABW^_BVg@PWv@s@RKRGPE^Ax@Hb@J`@P~E`DfAj@|@`@n@P`AL\Ap@Il@SfAi@`@Y|@cAXc@^w@To@v@mCr@sC~@gCZo@l@cA^i@b@k@v@}@vB{Bh@a@l@_@j@WfAU|AMn@AlBJvHhA|@FtCF`AIbAM`AUbA[~B_AfB{@f@[`BqA`AsA\o@r@gBv@kCZsAXqBB[BsCUuBuAeGYgBImBHqBb@_C~B}GFWV{BByC]cK]_GIo@m@kCiAoD]wBG}BHsCViDhBsTBk@K[U?M^QpIuArRAtCL~Bd@tBhApDf@lCPtC`@lLBhACzCYxBw@`CcAnCk@`DI|BNzBxAzGLp@PdB@tCWxBo@hCkAdDcAlBW\}@~@g@^cB~@iC`A}CbAeC^mBDg@C_AE{AUsAWoC]}AK}ABmB\kAd@q@^m@d@mBdBy@~@}ArB}@~Ai@rA_@fAeAfEm@lBaAdBgAfAOJiAd@uARaAEaAS_Ac@k@]wAcAwAiAm@_@m@YYIo@Is@@s@Lq@\URg@n@_@|@WbAMjAClAFnALjAh@hEH~@FxB@lEDt@Fp@Jn@XbAr@fBzA~C~@rCd@jCDn@FxBB`MAp@OtCkBrQi@jDs@fCeAtBuAzAoBpAwGdDoNrHcCjAiMpEiBl@u@RkBZmCLiCTcBf@aBbAwAvAiAfBgArCw@bDqFjW[xBi@xCBXFDFCFKPq@XsAf@qCLaCzD{QlA{E~@eCjAoBpAwAvAcAhBk@jBQzBIrBSdBa@pBo@bEwA`GyBbCkAvV_NbBiAZWzAeB~@qBv@yCb@iDrA}LZmDHkEC{GGsDYwC]_Bq@sB_@aA_BeDw@gCUaCAyECcC[qD]kDC_B@UR}AZgARa@T]^a@b@YbAQZ?ZBd@Hf@PfFhDhC`Av@Rd@D~@C`@Ed@Kb@Mh@[`@_@~@kAp@yAf@{AnA{Et@iB|@mB\i@~@sAb@e@jCiCrAcAh@Yj@Sj@Mh@GvAG~@Dz@HtBXrEj@tBNtBGn@IzAYxAg@~CqAvAy@fByAd@k@`@o@^u@h@uAdAkD^yBLyCKuCi@iCs@yCOs@UgC@qA@[\}BjCgIZ}BDsA@y@KgEMiDc@wHo@}CiAiDc@aCIqBBoBDu@t@aKnAgOGa@UAKZMvGwAhRKtDJfCZjBlBrG\pCl@dPB~BO`Cg@vB}@~B_AxCY~BCxAVzC~AbHTlB@nBAj@I~@g@lCo@nB}@bCS`@i@z@_@d@y@v@q@b@uB~@eDnAy@VeB^uAP}@D_@?kBKyFm@_C]iAG{AHcBb@yAn@{@l@sClCoAbBkAlB{@lB[bAmApFu@nBaAxAo@l@c@V}@\eANm@BW?WGkA[iAi@WOyEkDYOu@Sw@Iy@Fw@Vq@f@UVS\Q`@Mb@SnAIpA@rAJnAl@xEP~BJzHVvB^vAbDdHv@nCJj@NxAF|CBxKEhCWzC{A~Ni@hDu@fCKT}@|AeBjBeBbAsGdDmOdIgAf@mMrEcCv@mA\uBXwBHcBLmATqB|@eB|AwAvBo@|ASn@k@vB{@~DcAbGeCbMu@dD
5534653,Up to Dannys On Silver Beach,0,NC,4.4,47.649464,-116.73626,47.652787,-116.737354,27.1,556.0,cpyaHr`ogUsAv@QBTi@fAqA@QCUCIu@F]LIFEH]NkAr@MHELSLi@Bm@Eo@?GH{@TKQa@L_BzAC\u@f@
13001280,Silver Beach Loop Climb,0,NC,3.8,47.659089,-116.740638,47.658657,-116.739204,24.1,625.6,gl{aH~{ogUK_@[{@Mg@q@oA]iAM]IMWeAgAgDCOWs@Qq@?UBUPMNCDHh@Nd@XHP?JFBXv@VvAX`AJn@Xp@NNZRtA^
11871943,E Marmot Trail/Avery Climb,0,NC,6.2,47.660643,-116.736828,47.659246,-116.735101,72.8,1086.9,_v{aHddogUKc@Iw@CgBIuAGk@UaAs@{DKWU_AMcAGqAAKJk@Du@DOC_@?}@JYZg@NMn@a@PQXQJKd@St@C^GPId@w@RGB?FD?PC^Kb@Yh@iAvAYn@OpABlBHjAFh@ThA^nAj@lAjAbBXp@
34539561,Secret Escape,0,NC,-7.2,47.652776,-116.728662,47.659181,-116.740413,133.6,1860.2,ydzaHdqmgUTt@dC~Eb@pAH\LfA@nAAd@Ed@Q`AYv@sEhJ_@|@a@rA_@f@iAl@AH?`@Gb@[r@W`@KHe@LEHMBOJe@h@k@z@[`@WNa@NqB`@o@Ps@Li@?_AQc@E_@?YFIFU\y@xAcBzAq@t@[LM@k@IKEWWO]K_@}@iEWk@MQe@Yc@KO?KBIBEHCVFn@ZnAlAfDr@bCnB`F
12846904,Death on the Shire,0,NC,8.8,47.815745,-116.71312,47.81712,-116.715345,22.0,247.9,k_zbH~ojgUMHGRG@MXGb@OT[`AOZWdAM\ED[BSJYAUPSt@Cj@
16197964,3rd St Mega Moster Climb HC,0,NC,3.1,47.708204,-116.900344,47.7082,-116.9047,10.0,320.6,g_ebHdbohUCjDArN@~CBd@
6972849,ross-point climb,0,NC,1.8,47.709549,-116.894499,47.708412,-116.874088,29.0,1546.6,sgebHr}mhU@m@XoBLm@ZgA|@{FZiGNyDBcAGiAAoABe@H??u@HuB?_AEeADyGGsEBeAAwCN_H@mKA_CBeCGkEMgBAe@R{A?gBP{BAoAD}B
12377300,Sonic Climb,0,NC,6.2,47.715815,-116.892753,47.711986,-116.891634,52.3,841.8,ynfbHvrmhU@mBJeB@k@AUDQM}A?{@Ea@?[Kc@Ea@BGJCBBCBEMF?D@Zf@f@^z@~@NXL`@Vb@f@h@VNXd@^ZbA`@P^RNf@XHBJ?`Ah@TDf@XXHTLHB~@Jt@a@TUJSBQCi@Se@]a@
15381835,PF Capones climb,0,NC,0.5,47.708124,-116.895903,47.708255,-116.904081,6.9,613.2,w~dbHlfnhU?x@OrE@vMGlH@nGAlB?fAChC
22218928,Hot Lap,0,NC,0.1,47.700581,-116.888196,47.700574,-116.88821,3.2,1235.0,socbHfvlhUq@_ASi@Mi@Iu@GyC@eK@YJi@LWNOb@CrDNlD@pBAL@VJHPDt@ItDCzOId@MNsBSeBGuBAaABm@HMA
34112724,Westbound and down,0,NC,-2.0,47.708543,-116.876407,47.709261,-116.893394,27.0,1288.1,kaebHpljhUGf@Ah@LhBD~AOdK?|DCx@?rCEbCBrGLlEB`EUnLIjBCtEa@dMUnBg@pCQt@
15713536,Ponderosa Loop,0,NC,0.0,47.701796,-116.907003,47.702212,-116.907011,2.8,755.3,ewcbHxkphUOEo@EaAF_@I[UKOISEk@Aq@Ko@o@cAMG_@IOB}@Xc@G_@I_@AQDOH[\[fAEV@\Jt@JTJNZXb@JN?b@Kf@@x@RRB`@Ot@c@PEf@Db@Pf@JTA
23518279,Havichurs way,0,NC,0.0,47.717328,-116.884794,47.716733,-116.878919,2.5,878.2,gxfbH~`lhUi@u@u@{@g@q@Q[O_@a@aBcAmDoAaEiBsGw@{BAk@Vc@^KrMC|@@n@F
13470485,Truck Stop Alley,0,NC,0.6,47.706068,-116.883749,47.708997,-116.895319,6.9,929.1,{qdbHlzkhUGn@UhAc@hDmBjK[zBq@tDg@nDw@pE{@~F_CfNSnB[lA
13470504,Hobo Highway,0,NC,0.2,47.709044,-116.8955,47.710408,-116.904756,5.3,729.7,odebHzcnhUg@jD}AbIQbBB~AAZGXU`AU~AUpAo@dGG|@C|@J`AANKXATE~EBpADRJR
17964215,Hayden Lake CCW via English Point,0,NC,0.0,47.751645,-116.770635,47.752042,-116.77218,113.8,39716.0,wnmbHnwugULKbFqBXUJMRe@XwA|@eDJk@JcABoBP{CHk@f@aC`@mDj@uDFq@DmAAkAI{AKm@y@yDYcBw@}DIo@GcB@sEYyFq@sGs@gFOuAYoH_AcMQeB]cCIcAa@wHDo@Ji@l@wAZ{@^iCh@qEPaAZu@v@yAbAiCv@wA\y@tBaHHs@?[C[IUKSOMOGOAwAAa@G_@Q]Ug@m@Wc@i@uAs@_EWcA[{@Uc@W[KGMEK?_C^aABe@Go@W_Au@w@cAk@cA[_AGc@IoAA}BUkCYmAg@_By@eDi@yAa@y@Y]wBmBe@g@Sc@]kAM{@Gy@MiDIgA]aC_@gBEk@Do@p@oCVi@^]`@Q`@E~CKjBOnAAh@@d@Fp@TjAp@fCjBdAp@^\RXb@zAPRVHJC`@S^[v@}@T]fA}BPm@@c@Km@uA{CGOMm@Cq@FiBEiB?YHk@FSFOl@{@j@_ARMz@]VOTSv@eAVWRGRAbAPR?RCNILQZy@JU~@{@JWJe@@i@EWW{@C[Fw@\cBBe@?YKg@[gAOuAAk@FaACe@YkA]cCi@wBG]C_@@]D]HWNSFERGJ?L?z@TP@rBGtAVT?fAOV@VJ`Ar@VJVBv@UdCaAhCgAr@]r@g@fAcAR[P_@Jc@Ae@Ee@K]OWQMUIu@FYH}Ah@k@PWBUESGMWG[?[HWz@mAJWDY@[Qs@KSOKQGeCUSEe@WKWI[GyASu@}DuFc@g@{BwB]i@GYA[Fs@vAsHd@kBb@yBB{@Ga@GOIKKCK@UHSNs@r@qAp@WR{@`Aa@Te@Dw@GQIKWCOBc@h@kDJeCHg@b@aBLcAFcAHsCPeAlA_Fd@wA^_A`@y@b@u@lBiBRa@Jg@@{@GiAK[Y_@MWG_@HaBHcEFqAHs@^cADYBY?YIq@GSQ_@KIYGc@TgA|@MFaAN{@ZM@MCU[_AiDAY@[NoADy@Cy@Os@OSc@WOOKWA[D]t@kCLaAD_AC]Uu@i@}@IWKoAIWWg@KMKDMLiAbByB|Bu@jAo@n@U\IPOpAOx@[fASZw@r@u@x@m@TWLSTm@|@IFI@YIIMQc@ESCWDsD?YMq@c@aAy@qAg@gA]oAYoASq@MUQMSGg@G}@CSCQGOMOSMUI[G{@A_@B_@Ly@Rw@p@gBNUn@_AJWDYA]Ko@GQ[Oc@?WJeA~@c@VkB`@i@@SESIMU[o@Qy@G}@A{AE]Um@OOSEWAk@QUOg@e@QUOYK][eB_@_AS[i@q@m@k@}AkAaAcAWSYI[?YJSTc@x@m@xAO|@A`@@`@Rt@Xn@x@dAJPT`AFl@?tCLrC@r@C^E^cAzC[nA_@hBYv@]b@[He@Cw@OwAa@kB_@i@AiAHS?QCQIWYg@uAa@s@c@i@g@a@UK{CaAMC[AMBeA^]D_@AOE_@So@k@{@aA[g@Ym@Sq@GYGw@@[B[Ls@Tm@Xi@dB{BtA}@LQLUHYBYA_@Ou@So@e@aA[g@cBsB][OI}Am@uAkA{B{AwAy@c@_@a@c@MUUu@O_AScCGeCWcBKgAEkBUy@MU]a@_@WQEU@UDSJ_@^WbAGhAOt@Yr@QPs@^}Dz@]PSNQVQh@q@vCMXY^[Rk@NgALy@T[V_@j@YVODIAIEGIGKCOEa@@]F[t@iB^g@x@y@Ra@FY@m@GyBFc@\_BFm@@qAGqB?a@FkANcBHi@HYr@yA^eAJq@Di@?g@Gs@Mm@o@yBSmAMaBCcDQ_AQ_@a@c@o@]w@Sq@Ic@De@HuA`@{Bt@u@PY?[KoAm@[EiAPWGe@m@WQYGs@EYGYKYQS[e@}@U[WUYOYGYAu@D[FWLSTMZSdAItBSrBSdDQpAMb@e@x@aAbAgA|@WLYJY@u@GkAUiGyAQCQ@QD_@ZKPg@rAs@~BYl@[b@mAbAa@Tc@Hg@@UFQL{@~@YJs@NOLKRERv@~@HLN`@Bb@I~@Ob@SXa@\q@d@_B`BOXK\EV?JDHNDv@B\HRHl@d@d@n@P^v@|BXh@~@vAN\x@hDBf@APCPQ^ILYVy@h@[Jk@LSRMZF^ZhAR`AHp@JjAJr@FhA?j@A\GZKTQJQ@o@I[Fe@Z_AbAgAhBi@p@MV[bA]zBUb@QNQJSB{@Gc@Bg@Ly@^SDS@aAAo@Bo@No@TWBWEUMUSQYM_@QeAY_EMgAKc@M]SUUQYIq@Ks@BYFWJoA|@c@NmAHgARc@BKAWIyAw@oDwBi@OM?MBMDKJWj@@d@H\Rf@`@l@ZVlAt@\\JTFZBn@E^ELs@nAI`@C^?h@JbB@jAEbAGl@GRW^MFOBa@Ae@IOKk@}@SMSIk@Gm@BUAk@SQQs@aAa@e@e@]e@Ug@IS@y@XSAMGMOk@aBOSOKgANUCc@c@]o@q@{@OUkBqEc@i@SOi@QUCWBWFSL]d@KTEXAp@Nj@JP\x@Lj@@XA|@Fx@t@bDNzAV|@HPr@v@Tb@Ll@BV?j@I`@MFUCa@U[G[AyAFg@Ee@KS?SFSNi@r@SNUHq@FSFQRKX?NJVLPd@\x@`@h@Z`@`@LV@L@^Er@Gr@Mn@KZMTQR]Xe@LaBHw@TcA^[FO?[KKISWa@s@]_@QMK@a@JUTu@bAe@XUFW?_AKk@QgBeAiAe@i@WQMcAeA_BsA}@uASMg@KY@WDYJSP[r@K~BG\Or@KTMNo@n@[f@a@~@MPOLW@SCOI[c@[gAIUOOMCODOJ]Z[\}@lA[X[Ta@F_@GKKY_@]_AYc@]_@_@SQ?e@FmBt@c@Lu@JQFOJKPKv@KvCGzCAdBAbEBn@FTJPNLp@XNLNLZh@Pr@f@tDR~@^dAzAnCVl@Rt@Dd@Gz@Sn@ILq@b@a@^sAdBUf@ITU~BIVs@nBOn@CV?XDTJPLHN?LEdAgAXMd@Kd@C`ACn@ItCi@j@?PFJNDJDZIbB@d@DNRZ~AjBf@z@FNJd@Dx@UrCU`Bg@|BeAfFE`@BbAD\Nl@Rf@\j@VZj@f@j@^VJJ@x@E|AL`@?t@KPIb@[V]Pg@ZiBPs@tAuDp@uAV_@b@a@hBaA`@Yd@i@|@kA\]h@W`@Mj@IpAAl@MZOb@_@v@i@rAi@hEwBj@Qb@CVFTLNVdBtEnBzFfB`FRd@X^NJb@Ld@BfA@xKC|CDbAA~@ErB?`HL|GGdFB~FEfHNdFElA@t@H^LTN\VX\V^d@rARdAF~@@h@CnMFhA@nAB^DNHHVJb@BzLGbNDvd@MlDFpBC~CBrDCnCAjEMlEUt@Bn@Lj@R`@\h@t@`AlB|B`EfAxBTfAHrB^hDDh@BbACrDCp@It@Qr@MX_A~AIZE\@bED|AC|@E\Ox@a@fAQl@a@|Bc@rAg@r@UPmAj@y@Ba@Em@?m@Bo@J_AXUDa@?UESIa@Q]Wo@w@o@cBQWIGUOe@KYAYDc@Lo@ZQLGNUTa@TYFqBP{@Bs@FwAd@uBx@aAj@iB~A_BlA]f@GPATBf@Pj@x@~APRLH^FvBCt@DpAPpDj@n@Vn@`@n@n@PT|@pAnAnBR`@Zv@Nj@PbADhABpGA|\Dr`@D`MA~@GZKTONeDUaBUU?ODKFEJAJBXNZx@jAjAxANXJ\ZlCFdAEr@[fB?f@Fd@Rt@\j@VXhA`AzAtB\`@xAfAb@`@LRh@`An@fBXn@Zj@l@v@l@r@^\xA`A`BpAdAnAnAfBh@|@f@dA^~@T|@f@lCZfAzCrG\l@PTbAv@`BdAt@`@hCx@vQhF`@PjBjA^PpAb@`FzAn@X^P\VbAdAb@r@Rf@DTFn@Bp@AnGI~F?l@Bj@FPb@f@V`@|@tC\`A^|@n@lAt@dAz@z@fRzMrK`I
9883766,Strahorn Sprint,0,NC,-0.8,47.758513,-116.765961,47.751826,-116.772384,9.8,892.7,uynbHhztgUl@lBr@nB~@fBp@~@p@t@vErDtI`GdOpK
1416217,Hayden Loop 1,0,NC,-0.0,47.751506231725216,-116.77400836721063,47.75164327584207,-116.77291318774223,99.0,37705.1,{mmbHplvgUk@kSJ]h@MbBo@zBeAVYXw@dB}INoBD}AH}A`@iC|@kHf@}CFo@@cAMaCq@gBEUA_A_@oDE_BAuAI_AKe@IcALiGGcBq@oJ]sCs@gIWwEYgE[wCc@aDW{GDsA^kBLkCRmBv@oDZaAv@gBpCuFlAoAR]\{@Lw@Tg@TUd@WNE`AKn@]La@Hg@@gBDYd@iAd@_B`@eAVeAJk@ZeABWAe@GWCMYe@]OiBGmA]m@GUBq@\{AlAuCvBK@M?MGKc@GoAG{C`@mGOaCAg@f@mCLyBEiD@oAC}ACu@Ki@Qc@g@y@a@y@eAqCOm@Ec@KoBCgBHg@FOHKHELAN@PHPT|@`@r@LL?JINu@LuA@[Ay@E}@uB_AAq@Ec@s@mEOUSOg@_@m@[OQQWIWG_@Ca@?a@JaA@_@AsA@s@DUNe@l@w@N]Z]TSNGr@WREJGJIbAsAh@Wb@Dj@LT@VAXSDCLa@Tk@r@u@\k@HWBo@EWWu@AS?s@f@iC?e@Ii@Q_@Oo@My@C{@F{@Eu@Sk@i@iDKa@IUWiAEm@F{@HSLM`@Q`@D|@Pj@?p@Ib@Ab@Hf@TV?j@Ih@QX?TNf@h@VNXFVBXKVOn@Y|B{@vCqAp@g@j@k@f@m@N[Jy@G[KWOOs@]g@MWCQBmCv@U?SISOKSGYA[JmAj@{@JUDy@Sc@KKOC_BQ{@QSIOOKWGyAG]Wu@w@u@m@_AiB_CqBkBa@e@MUIWGw@Hu@Lq@hByHh@wA\qAHy@CYISOKSC[Hi@`@o@l@_Bv@o@t@q@d@[DiACMEKOGq@Fs@d@aCFuBTwARu@P{@JoBDeCDUbBcHtAwDVg@LObAeAlAiAHOJq@CuAQw@c@c@GME_@NgJRcBZcADUBWAk@[}@_@Qg@VkA~@ODoAXy@V]?UYYmAi@_BCW?YTcBFu@GoAg@}@]SMQGUCY@WFYf@eBNy@B]C}AWi@a@WKQKUUmCU[e@KUT]|@Ub@_AtAqA~Ak@bAg@n@M^ClAMv@e@vAQT[VgAlA]PWHUN_ApAWDa@]]kAB_EGgASi@eA{Ae@}@_@eAe@wBQm@W]_@Qc@EaAE]I[YSg@EUKiADiALm@VeA\}@j@qAn@eAFOKYi@O}@AO@a@Pk@h@[Ns@Ls@Fc@?OEQGMKMOWi@YgAGs@?_CScAe@gAOMc@Si@Ig@SMUQw@KYK][{@SYaA_AaA{@m@]iBeBWKYAWFQR_A~BSl@Q|AFj@Pf@^p@n@p@RZPl@JbACzELjCIv@{@hCmAhFGPS^GDKHc@DqCe@_AUgBUU?{@LW?k@SKMUc@m@eBw@}@y@m@}@UkBm@o@B_Bl@]AOE[Q}BoCi@w@Uk@Qo@Is@HoANm@Ti@`AsAjAgA`Ag@n@g@Tg@Fm@@SCSMk@i@sAKQg@m@eB_Bk@a@]OyAu@cBwAkDwBe@a@QS_@s@K[O_AWkCCqCCe@c@mCGqBGa@]q@i@]w@U}@P_@b@[b@k@pABf@?z@Gh@GT[^SHaAZs@H{@Po@ZYd@i@bB]vA]l@k@Tw@Nu@Dg@J]RiArASDSIMSGUAc@Da@Ne@j@yANSnAkATa@DO@e@EuCh@cCBoBKaC@URwCHk@Le@tA{CJe@Hq@?kAIu@Ig@y@yBOu@KoAGmEIk@Wm@[Y_@QiBg@WCg@FeBh@qBt@s@TYD[@[CYMUWWOYIWGq@TY@WIa@o@SQUEiACYGo@g@S[a@aAQYUSWIWGYAw@Ho@POTKZEb@?rBEpAUvBGvAKrASpAQ`@m@t@kBnAy@`@[L]F]C]GqC{@eEcA]A[Ha@f@]`Am@fC]j@cAjAe@`@YNk@Nw@AYLa@h@i@f@MF]De@LCDI^?HFXh@h@Td@JbAI|@Wl@eBfAo@l@}@`AWd@ANBNNRJBh@ERBj@T`@Tf@p@\p@~@jC~AtBRj@n@nCBNEr@Uj@m@l@g@\WLaAPUl@@r@d@pANv@VpCLdAFfAAXI`@QXOBW?{@GOBWLm@n@q@bAq@jAa@d@UZMd@]`D_@t@GFSF[BYCi@M]?_@Lg@Xg@Py@@aACm@JcAd@Y@YGWOSWQ]Ka@SiAUcDSqBKa@S[SUq@OeAKWBWHULkA`ASJe@LeA@sARo@?q@QkCkAyAaAo@]e@IKBW^In@Hl@JXP\f@p@ZTbAh@d@`@PXJZFl@Gh@o@hAKb@@x@JzA@dAA~AE~@Mf@k@^i@FK?MCo@]SWYQYM[G[AmAEq@UYQmA_Bg@_@u@e@UISGSBSJQNe@Te@Ay@_@WO@e@I]c@WQFS@WCUOy@_Aa@iAQUO[K]U}@eA_DOQk@c@u@?WHsAt@_@Ze@p@R^jBdBb@x@XzCDZt@tBj@~ChApBRb@DRBf@Gp@[BUQc@M[Ae@BaAAsASSA]Ne@r@YZa@Vs@FQDONCJAX@VTTPJvAp@h@\ZZRZDLBf@Ix@Mx@Un@k@p@_@RWB{AJeDdA]?_@Mq@q@q@}@KEm@Bg@r@a@|@KHk@PW?i@GkA]mAw@w@]kAc@QKe@c@s@{@qAeAa@k@M[OUk@Mg@?SDQP_@n@BzAAXKjAMj@Q^o@b@k@n@q@fA]N_@MY]Yg@[aAMMO?OBOHk@d@aAtA}@x@ODk@Ai@c@y@}A[a@a@Y{@CuAr@a@Pa@JgAPi@z@C^CbL?jBDxBHTd@^`@JTJ^f@Nd@p@tEZvAZ|@d@r@Rf@?EBBf@hAL^H^Bz@Mv@O^UVm@h@iB|BOXK^MzAShAs@zBO|@@TBPHLJDL@LEVOx@{@VMt@Qp@KbAC~B_@t@GXBRPPh@@`AG~@F\JXpAtAp@fAPl@H`A?v@WlDGb@e@pBc@dAWvAKl@IhA@p@TdAt@`Bb@j@j@f@j@XhBH`BLr@Ih@Yh@i@HQPg@L{@Ry@^eAbAgDn@qAf@k@b@YrAs@XS`AiAh@q@d@_@d@Sv@KxAI|@SxB}Ah@WlAe@bAi@fBiAb@Q^A^N`@l@Vp@r@xBTx@v@tBHJFPn@xB~BnGBT@h@CxEBhBArA?~FChT@l^@rB?jCEtCDfBAbNBhIAvH?xTDpECzABnMCfKBdAEzKDbEGdLB`GAxA@f@DLLJZ@dBApBNrA\vBv@r@RZDt@DvGKlKBxECrc@G~@BxAAr@@b@DfAEnAA`BDtDAvGDvHCdHBpF?bDHnC?`@BbGDfB?~BE`A@h@BPHRJ`ArAtA`BRXLb@VxBHdB?Z_@lCA`@N|@LXVb@X\^ZbA`AbA~An@l@dAr@l@n@d@x@v@rBb@bAx@pA|@bAlExC\\zArBb@r@t@tAx@nBVz@r@nDXt@bCjF\h@`@h@f@`@fDpBp@XfI`CtBr@lAXdErAjCxAlGlBfBr@fAz@|@fAZh@Ld@NnABfBAtIClCBrAFNXL^b@vArEx@nBfAdBhAhAdE|CjJrGhBtAzDnCnCrBjAbADjA
